Nazwisko aktualne,Liczba
ZAMARŁO,58
ZAUER,58
ZAWIASIŃSKI,58
ZDEBELAK,58
ZDULECZNY,58
ZGRAJKA,58
ZIENKOWSKI,58
ZUZIA,58
ZWIEROWICZ,58
ŻEGOCKI,58
ŻÓRAŃSKI,58
ABRAMOVICH,57
ABRAMOVYCH,57
ADAMOVYCH,57
ADRJAN,57
ALEKSIEIENKO,57
AMLICKI,57
ANASIŃSKI,57
ANDREIKO,57
ANDRUSENKO,57
ANTECZEK,57
ANTOSZKO,57
ARCABA,57
ARTEMCHUK,57
ARTOWICZ,57
AUSZTOL,57
AWGUL,57
BABKOWSKI,57
BAHYRYCZ,57
BAJDZIAK,57
BAŁUTOWSKI,57
BANIT,57
BANKIEL,57
BARBARCZYK,57
BARDEN,57
BARWANIEC,57
BARWIOŁEK,57
BATHELT,57
BAUK,57
BAUTA,57
BĄBLEWSKI,57
BEŁKO,57
BEREST,57
BEREZICKI,57
BETLEWICZ,57
BIBEL,57
BIDLER,57
BIELOUSOV,57
BILBIN,57
BILENKYI,57
BIRKE,57
BIZIAK,57
BLAMOWSKI,57
BLAŃDA,57
BLASZKOWSKI,57
BODAJ,57
BOŁAZ,57
BORLA,57
BORRIS,57
BOTNARI,57
BOWTRUCZUK,57
BRASSE,57
BRODZIUK,57
BRONŚ,57
BRZUCH,57
BUDUKIEWICZ,57
BUHAIENKO,57
BULEJ,57
BURDZIEJ,57
BUTWICKI,57
BYRNE,57
BZUKAŁA,57
CATEWICZ,57
CĘTKOWSKI,57
CHADA,57
CHAŁACZKIEWICZ,57
CHARNAS,57
CHERNIK,57
CHERNIKOV,57
CHILECKI,57
CHODNIEWICZ,57
CHODYKA,57
CHODYSZ,57
CHROŁOWSKI,57
CHRÓŚCIELEWSKI,57
CHRZCZONOWICZ,57
CHUDZINSKI,57
CHWAT,57
CHWIŁA,57
CHWIRUT,57
CIEKAŁA,57
CIEMIOR,57
CIOBAN,57
CODOGNI,57
CUPAŁA,57
CUPRIAN,57
CYGNAROWSKI,57
CZEPANKO,57
CZUJAK,57
CZYSZPAK,57
DANYLKO,57
DEJEK,57
DERENDAL,57
DEREWĘDA,57
DEWERA,57
DOBROS,57
DOLINNY,57
DOŁGAN,57
DROBINSKI,57
DROSDEK,57
DUBIAŁ,57
DUDO,57
DUDZIS,57
DUMANSKYI,57
DUNIEWICZ,57
DWORZAŃCZYK,57
DWUCET,57
DYKALSKI,57
DYLDA,57
DYMICKI,57
DZIATKO,57
DZIATKOWICZ,57
DZIERŻON,57
DZIEWIÓR,57
DZIWANOWSKI,57
DZWONIK,57
ERD,57
FABIJANOWSKI,57
FANKIDEJSKI,57
FEJDYCH,57
FERDA,57
FIEDCZAK,57
FIEDOSEWICZ,57
FIOK,57
FLONDRO,57
FORCZMAŃSKI,57
FORNEK,57
FORTUNKA,57
FRĄDCZYK,57
FUKAŁA,57
GABUNIA,57
GACYK,57
GAJSKI,57
GALUBIŃSKI,57
GASIUL,57
GAWARZEWSKI,57
GAWINA,57
GAWRYLIK,57
GĄSIENICA-MRACIELNIK,57
GEIGER,57
GĘBACZ,57
GĘS,57
GIERASZEK,57
GILAROWSKI,57
GIWOJNO,57
GLADYS,57
GLAS,57
GŁOBIŃSKI,57
GMOSIŃSKI,57
GNACZYŃSKI,57
GNIEWOWSKI,57
GNIWECKI,57
GODYŃSKI,57
GÓRAJEWSKI,57
GÓRZYCKI,57
GRABCZUK,57
GRANDZICKI,57
GRANISZEWSKI,57
GREDEL,57
GRENZ,57
GRIMA,57
GRYNFELDER,57
GURAJ,57
GURBIN,57
GURZKOWSKI,57
GUŚĆ,57
GUZE,57
GWAJ,57
HABERKIEWICZ,57
HALKOWICZ,57
HAŁOTA,57
HAMES,57
HANISCH,57
HANYSEK,57
HAQUE,57
HARKAWY,57
HEĆMAN,57
HELEWSKI,57
HENDZELEWSKI,57
HEYER,57
HILGNER,57
HLADCHENKO,57
HODOVANETS,57
HOK,57
HOLAŚ,57
HOLCER,57
HOLOVCHUK,57
HOŁDYK,57
HUBICA,57
HUTSAL,57
IGNACOK,57
IVANITSKYI,57
IVANOCHKO,57
IWOSA,57
JACZKOWSKI,57
JAKUBASIK,57
JAROMI,57
JARUZAL,57
JASIEJKO,57
JAŚPIŃSKI,57
JEDWABNIK,57
JEZIÓŁKOWSKI,57
JOSZCZUK,57
JURGAŚ,57
JUSTYNIAK,57
KACYNA,57
KACZEWIAK,57
KADZIOCH,57
KAIZIK,57
KALEMBKA,57
KALNIK,57
KALUBA,57
KAŁAMEJKA,57
KAŁĘDKOWSKI,57
KAMASIŃSKI,57
KAPEJA,57
KAPICKI,57
KAPIEC,57
KAPUSTIN,57
KAPUŚCIAREK,57
KARNIEWICZ,57
KASZYK,57
KATERLA,57
KERIMOV,57
KHMELNYTSKYI,57
KHUDYK,57
KIDAŁA,57
KIELASIŃSKI,57
KIEREJEWSKI,57
KIERZYK,57
KIKIELA,57
KINCZEWSKI,57
KINER,57
KINTOP,57
KLAKUS,57
KLANN,57
KLARCZYK,57
KLEMBOWSKI,57
KLEPA,57
KLESIŃSKI,57
KNOCIŃSKI,57
KNOTT,57
KOHLS,57
KOLCZAREK,57
KOLESNICHENKO,57
KOLOWCA,57
KOMIŃCZYK,57
KOMISARUK,57
KOMORKIEWICZ,57
KOMÓREK,57
KONDEUSZ,57
KOŃCZEWICZ,57
KOPLIŃSKI,57
KOPOCZEK,57
KOPYCIAK,57
KORTYLA,57
KOSARSKI,57
KOSĘTKA,57
KOSTYSZAK,57
KOŚCIJAŃCZUK,57
KOTYNIEWICZ,57
KOZIELCZYK,57
KOZIORZ,57
KOZUPA,57
KRATOCHWIL,57
KRATZ,57
KRĘCISZEWSKI,57
KRĘPACKI,57
KRIEGEL,57
KROCZKA,57
KROHN,57
KRÓŻEL,57
KRUBER,57
KRUTULSKI,57
KRYDKA,57
KRYŁOWSKI,57
KRYSKO,57
KRYVKO,57
KRZESZKIEWICZ,57
KUBASZAK,57
KUDANOWSKI,57
KUDŁEK,57
KULBIŃSKI,57
KUNASZEWSKI,57
KURKAREWICZ,57
KURZAŃSKI,57
KUSHNIRCHUK,57
KUSTOŚ,57
KUŚMIRCZAK,57
KUTASIEWICZ,57
KUŻAWA,57
LASKE,57
LASKI,57
LEONKIEWICZ,57
LESICA,57
LESKE,57
LEŻAK,57
LIBAWSKI,57
LIBERMAN,57
LISOUSKI,57
LITOROWICZ,57
LOHINOV,57
LONKA,57
LONSER,57
LUPU,57
LUSSA,57
LÜCK,57
ŁABICKI,57
ŁABUŃ,57
ŁACKO,57
ŁANIEWICZ,57
ŁASZCZAK,57
ŁASZUK,57
ŁEPAK,57
ŁUCZUK,57
ŁYBEK,57
MACHECKI,57
MACIUSZCZAK,57
MAJCHEROWICZ,57
MAJWALD,57
MAKOHIN,57
MAKOLĄDRA,57
MAKSYMETS,57
MALCHENKO,57
MAŁKOWIAK,57
MANSEL,57
MANTEY,57
MANTURA,57
MARMUCKI,57
MASŁOWIECKI,57
MATEJEWICZ,57
MATHIAS,57
MAUL,57
MEDVEDEV,57
MELADZE,57
METLER,57
METTEL,57
METZA,57
MĘCFEL,57
MICHAŃCZYK,57
MICHELUS,57
MICZAJKA,57
MIGRAŁA,57
MIJACZ,57
MILION,57
MIŁACZEWSKI,57
MISIURNY,57
MISTAL,57
MITRUŚ,57
MOLLUS,57
MRAJCA,57
MUCHACKI,57
MYDŁOWIECKI,57
NADZIAK,57
NAGAT,57
NAJNIGIER,57
NAPADŁEK,57
NASTAWSKI,57
NAWRATIL,57
NAZIĘBŁO,57
NEFODOV,57
NIEDOPAD,57
NIEKRA,57
NIEWOLNY,57
NOGGA,57
NOJGEBAUER,57
NOZDERKO,57
NUCIA,57
NYKOLAICHUK,57
NYSZTAL,57
OCHNIAK,57
ODER,57
ODŻGA,57
OKSENTOWICZ,57
OKUNOWSKI,57
OLAKOWSKI,57
OLEARSKI,57
OLENICZ,57
OLUCHA,57
ONUFRZAK,57
OPŁATEK,57
OPOROWSKI,57
OPSZALSKI,57
ORESZCZUK,57
OROWIECKI,57
OSŁAWSKI,57
OTOWICZ,57
OTTE,57
OWCZYŃSKI,57
PALASEK,57
PALĘGA,57
PAPIERAK,57
PARADOWICZ,57
PARJASZEWSKI,57
PASIECKI,57
PAWLETTA,57
PENDYK,57
PEPŁAWSKI,57
PETEK,57
PIECIUN,57
PIELACKI,57
PIENTA,57
PIERSIALA,57
PINDERAK,57
PISARZ,57
PISARZAK,57
PISOWŁOCKI,57
PLAGO,57
PLEBANIK,57
PLEWAK,57
PLITTA,57
PLUCIK,57
PŁAKSA,57
PŁÓTNIAK,57
POCENTEK,57
POCZTARSKI,57
PODBIAŁ,57
PODLOCH,57
POGORZALSKI,57
POKRĘTOWSKI,57
POKWICZAŁ,57
POMIŃSKI,57
POMOCKA,57
PONTEK,57
POOR,57
POPIUK,57
POSIKATA,57
POSKRÓBEK,57
POTECKI,57
POTRZYSZCZ,57
POTYRAŁO,57
PRĘŻYNA,57
PROHASKA,57
PROKOPETS,57
PROKOPOVYCH,57
PRÓCHENKO,57
PRZYCHODA,57
PSTRUŚ,57
PUBRAT,57
PUCHNIAK,57
PUFKA,57
PURAT,57
PUTYNKOWSKI,57
RABIN,57
RECK,57
REMBLEWSKI,57
RENKOWSKI,57
RESZELA,57
REWEDA,57
RODNICKI,57
RUBCZYŃSKI,57
RUDCZUK,57
RUKSZA,57
RUSZKOWICZ,57
RUTHA,57
RUTNICKI,57
RUZGA,57
RYĆKO,57
RYGASIEWICZ,57
RYMKO,57
RYZA,57
RZANY,57
SAFIAŃCZUK,57
SAGA,57
SAKHAROV,57
SALIJ,57
SAŁDYKA,57
SAŃKA,57
SCHLESINGER,57
SCHOLL,57
SEDLAK,57
SEWASTIANIK,57
SĘDZIELOWSKI,57
SHMIDT,57
SIDUR,57
SIEDZIEWSKI,57
SIELACZEK,57
SIERLECKI,57
SIGŁOWY,57
SILIN,57
SITEŃ,57
SIULKOWSKI,57
SKOŁYSZEWSKI,57
SKORNIAK,57
SKORZYBÓT,57
SKRAIŃSKI,57
SLIUSARCHUK,57
SLOBODA,57
SŁYSZKO,57
SMAGACKI,57
SMAHA,57
SOBLIK,57
SOŁONIEWICZ,57
SOSNAL,57
SOŚNIOK,57
SOTOWICZ,57
SPITALNIAK,57
SPRAWA,57
SPRZĘCZKA,57
SREBNIK,57
STACHOWCZYK,57
STALOŃCZYK,57
STAMBROWSKI,57
STARCZAŁA,57
STARKBAUER,57
STĘCHLICKI,57
STOCHMIAŁ,57
STOLAT,57
STOŁTNY,57
STRĄPOĆ,57
STRONCZYŃSKI,57
STROPEK,57
STRUBIŃSKI,57
STRYCHACZ,57
STRZEJA,57
SULIS,57
SUSCZYK,57
SUSLIK,57
SWANCAR,57
SWOIŃSKI,57
SZAFNICKI,57
SZAŁABSKI,57
SZANCIŁO,57
SZARKIEWICZ,57
SZCZANOWICZ,57
SZCZASIUK,57
SZCZYPCZYŃSKI,57
SZEIBA,57
SZENAJCH,57
SZEWELUK,57
SZKRABA,57
SZLESIŃSKI,57
SZMALENBERG,57
SZPUGA,57
SZTEFKA,57
SZULAWA,57
SZUSZWALAK,57
SZWECHOWICZ,57
SZYRWIEL,57
ŚLATAŁA,57
ŚLIFIERSKI,57
ŚLÓSARSKI,57
ŚNIATECKI,57
ŚWIERZB,57
ŚWIĘTOŃSKI,57
ŚWISZCZOROWSKI,57
ŚWIŻEK,57
TANALSKI,57
TARGAS,57
TCHORZ,57
TELAKOWSKI,57
TELESZKO,57
TEŻYK,57
TOFAN,57
TOJEK,57
TOKARIEV,57
TOMASIŃSKI,57
TOTH,57
TRAKA,57
TRANCYGIER,57
TREBIK,57
TRUKHAN,57
TRUNOV,57
TRYKOZKO,57
TULIMOWSKI,57
TUPEK,57
TURACZYK,57
TWARDZISZ,57
TWORKIEWICZ,57
TWÓRZ,57
TYCA,57
TYPIŃSKI,57
TYSZ,57
UDZIŃSKI,57
UGOROWSKI,57
UKALSKI,57
URBIŃSKI,57
USOV,57
VARABEI,57
VOITKO,57
VOLODIN,57
WAKULIK,57
WARDALSKI,57
WASZYK,57
WĄGRODA,57
WCIŚLIŃSKI,57
WEDEŁ,57
WEINDICH,57
WICHE,57
WIDUREK,57
WIEJAS,57
WIERZCHNICKI,57
WIKŁACZ,57
WIL,57
WIMMER,57
WŁÓDARSKI,57
WOJTYCH,57
WOJTYCHA,57
WORONKOWICZ,57
WRZOSOWSKI,57
WUCKI,57
WUJEWSKI,57
WUNDERLICH,57
WYDERKO,57
WYLAMOWSKI,57
WYSTEMP,57
YAN,57
YATSYNA,57
YUAN,57
ZABOLOTNII,57
ZAHORODNY,57
ZAKHARKO,57
ZAKLIKOWSKI,57
ZAMARA,57
ZAPARTOWICZ,57
ZGUTCZYŃSKI,57
ZHOVNIR,57
ZIMOCHOCKI,57
ZUBALSKI,57
ŻAMOJCIN,57
ŻELEZIŃSKI,57
ŻEŃCZAK,57
ŻMURDA,57
ŻOŁNIERUK,57
ŻUBKA,57
ŻUKOCIŃSKI,57
ŻYŻYŃSKI,57
ABRYCKI,56
AGHAYEV,56
AJCHLER,56
AJEWSKI,56
ALBOWICZ,56
ANDRUKHIV,56
ARCHANOWICZ,56
ARŁUKIEWICZ,56
ASENDY,56
AZAROV,56
BABORSKI,56
BACHER,56
BAGHDASARYAN,56
BAŁABAŃSKI,56
BARAK,56
BARBARZAK,56
BASTECKI,56
BECMEROWICZ,56
BELL,56
BENESIEWICZ,56
BENIOWSKI,56
BERESTKA,56
BERGANDER,56
BERT,56
BEZUCH,56
BEZUSZKO,56
BIAŁOBOKI,56
BIELAK VEL BIELECKI,56
BIELANG,56
BODANKO,56
BODETKO,56
BOGNER,56
BOGULAS,56
BOLSĘGA,56
BOŁONKOWSKI,56
BONDAREV,56
BORULA,56
BORZUTA,56
BRANEWSKI,56
BRENDZEL,56
BRENNER,56
BRUKAŁO,56
BUGIELSKI,56
BUJEWICZ,56
BURDASZ,56
BURKICIAK,56
BURYK,56
BUTLAŃSKI,56
CELADYN,56
CHAJ,56
CHAŁKA,56
CHAŁUPIŃSKI,56
CHAMIER CIEMINSKI,56
CHEMICZ,56
CHERNYKH,56
CHLUBICKI,56
CHOŁODZIŃSKI,56
CHRUŚNIAK,56
CHUDEUSZ,56
CHWAŁKO,56
CIECZKO,56
CIEMIOREK,56
CIOPAŁA,56
CIPIŃSKI,56
CIUPIAK,56
CIURKOWSKI,56
CIŻYŃSKI,56
COLLINS,56
COSTA,56
CULEPA,56
CWIKLIŃSKI,56
CYGORA,56
CZEPIELA,56
CZERNOW,56
CZWALIŃSKI,56
ĆWIENCZEK,56
ĆWIKŁO,56
ĆWIKŁOWSKI,56
DACHNOWSKI,56
DALASZYŃSKI,56
DARGAS,56
DARNIA,56
DATCZUK,56
DEDEREK,56
DEJNA,56
DELIKOWSKI,56
DELING,56
DEMAJ,56
DEMCZYSZAK,56
DEMESZUK,56
DENGLER,56
DERKUS,56
DERWIŃSKI,56
DEŚ,56
DIŁAJ,56
DITKOWSKI,56
DOBIELSKI,56
DOBNER,56
DOBROSZEWSKI,56
DOBROWLAŃSKI,56
DOGA,56
DOLEŻAŁ,56
DOLYNSKYI,56
DRAGULSKI,56
DRESLERSKI,56
DRĘTKIEWICZ,56
DRĘŻEWSKI,56
DUBILIS,56
DUBOIS,56
DUDANOWICZ,56
DULNIKIEWICZ,56
DURACZ,56
DYMANOWSKI,56
DZIERŻENGA,56
DZIĘBA,56
EFENBERG,56
ELLIOTT,56
EPA,56
FAŁDROWICZ,56
FARYNO,56
FEDEK,56
FEDOROWIAT,56
FELENCZAK,56
FERGIŃSKI,56
FICHTEL,56
FIEŃ,56
FIETKIEWICZ,56
FILECKI,56
FLACHA,56
FLORYSZCZAK,56
FORTAK,56
FOS,56
FÓRMANEK,56
FREDRYCH,56
FRENDO,56
FUROWICZ,56
GABARSKI,56
GABINECKI,56
GABRYL,56
GAJDEL,56
GAPONIUK,56
GARDZINA,56
GASPAROWICZ,56
GATAK,56
GAUS,56
GAWLETA,56
GDALA,56
GERBATOWSKI,56
GERMANEK,56
GERMANIUK,56
GĘBIŚ,56
GĘGNIEWICZ,56
GIEBUROWSKI,56
GIERTYCH,56
GILECKI,56
GNABASIK,56
GOĆ,56
GODŁOZA,56
GONIGROSZEK,56
GOŃSKI,56
GÓJ,56
GRALCZYK,56
GREMPLEWSKI,56
GRIN,56
GROLL,56
GROSCH,56
GRUK,56
GRYBA,56
GRYMASZEWSKI,56
GUGAŁKA,56
GUMIENIUK,56
HACZ,56
HANSLA,56
HANUSHCHAK,56
HANUSZCZAK,56
HAPONOV,56
HARASHCHENKO,56
HARĘDZIŃSKI,56
HARGOT,56
HARŁOŻYŃSKI,56
HEKŁOWSKI,56
HEMER,56
HERBOT,56
HINCZ,56
HIPP,56
HODAK,56
HOMMEL,56
HORVÁTH,56
HOSHOVSKYI,56
HREK,56
HULIST,56
HURLAK,56
HUTNYK,56
HYSA,56
IDASZEK,56
IMBIORKIEWICZ,56
INGIER,56
IRYTOWSKI,56
ISBANER,56
ISKO,56
IVASHKIV,56
IWA,56
IWANKÓW,56
IZNEROWICZ,56
JAGSCH,56
JAKIELCZYK,56
JAŁOZA,56
JANACZYK,56
JANCARZ,56
JANKUNIEC,56
JARUBAS,56
JASIECZKO,56
JASKORZYŃSKI,56
JAWIARCZYK,56
JENDRASZCZYK,56
JENDRUŚ,56
JĘCZAREK,56
JIKIA,56
JÓRZAK,56
JURAN,56
KADZIKIEWICZ,56
KAMIANOWSKI,56
KANTORCZYK,56
KAPITAŃCZYK,56
KAPUSTO,56
KARASOWSKI,56
KARGIER,56
KARNASZEWSKI,56
KARWA,56
KARWATOWICZ,56
KATRYŃSKI,56
KECZMER,56
KĘPYS,56
KHARLAMOV,56
KHATRI,56
KHOMIK,56
KIERLAŃCZYK,56
KLARMAN,56
KLASKA,56
KLAUDEL,56
KLEBANOWSKI,56
KLEK,56
KLESZEWSKI,56
KLIMARA,56
KLIMASZYK,56
KLOCIŃSKI,56
KLUSKIEWICZ,56
KŁĘBUCKI,56
KŁOSKA,56
KNABEL,56
KNIAZIOWSKI,56
KOCBUCH,56
KOCLEJDA,56
KOGUTOWICZ,56
KONCZEREWICZ,56
KONKE,56
KOŃCZALIK,56
KOPICZAK,56
KORCH,56
KORZONKOWSKI,56
KOŚCIANIUK,56
KOWANEK,56
KOZIERAS,56
KOŹLINKA,56
KRUGIEŁKA,56
KRYCZYK,56
KRYSTOFIAK,56
KRYŚLAK,56
KRZAL,56
KSENIAK,56
KSIĘŻUK,56
KUKIEŁCZYŃSKI,56
KULECZKO,56
KUMECKI,56
KUMÓREK,56
KUPIDŁO,56
KURPETA,56
KUSSOWSKI,56
KUSZNERCZUK,56
KUWACZKA,56
KUŹMOWICZ,56
LACHENDROWICZ,56
LASOCIŃSKI,56
LAVRINENKO,56
LE VAN,56
LEDWOCHOWSKI,56
LEKSA,56
LEMIK,56
LESZCZAWSKI,56
LIMBERGER,56
LIMBU,56
LIPKA-CHUDZIK,56
LITOWIŃSKI,56
LOMPERT,56
LONG,56
LOSZA,56
LUPTOWSKI,56
LUTWIN,56
ŁAJKA,56
ŁAPIGROWSKI,56
ŁOBODOWSKI,56
ŁYSIONEK,56
MADELA,56
MAKUSEK,56
MALEJCZYK,56
MALOTTKE,56
MAMULSKI,56
MARCINCZYK,56
MASIONEK,56
MATYJASZCZUK,56
MAZUROWICZ,56
MIECHOWIAK,56
MIEJSKI,56
MILUK,56
MINAS,56
MITRASZEWSKI,56
MIZIK,56
MŁYNARCZYKOWSKI,56
MOGIEŁA,56
MOKICKI,56
MOZGHOVYI,56
MROZEK-GLISZCZYŃSKI,56
MULAREWICZ,56
MURASZKOWSKI,56
MYLLER,56
NAJDAŁA,56
NATONIK,56
NIEDENTHAL,56
NIEGODA,56
NIKLIŃSKI,56
NIZGORSKI,56
NYZIAK,56
OLIWKIEWICZ,56
OLSKI,56
OMORCZYK,56
OPACZEWSKI,56
OPRYSHKO,56
ORGACKI,56
ORGANIAK,56
OSTALAK,56
OSTASZKIEWICZ,56
OTERMAN,56
OZAN,56
PACAŁOWSKI,56
PACENKO,56
PACIURA,56
PAŁUCHOWSKI,56
PANASIŃSKI,56
PANKONIN,56
PANTKE,56
PARCHANOWICZ,56
PARCIA,56
PARUŻYŃSKI,56
PASJA,56
PAŚNICZEK,56
PAWTEL,56
PELINKO,56
PERETA,56
PETYNKA,56
PIĄDŁOWSKI,56
PIENIAS,56
PIESIAKOWSKI,56
PIETRYSZKA,56
PIĘCIOREK,56
PILAKOWSKI,56
PILCHOWSKI,56
PINCZER,56
PIRUTA,56
PISKOWSKI,56
PLENIK,56
PLENKIEWICZ,56
PLUSZYŃSKI,56
PŁÓCIENIAK,56
POCHOPIN,56
PODDANIEC,56
POŁUJAN,56
POPENKO,56
POPIN,56
PORWISIAK,56
POSKROP,56
POWALACZ,56
PRANDOTA,56
PREWĘCKI,56
PRĘTNIK,56
PRUŚNIEWSKI,56
PRYGOŃ,56
PRZYMORSKI,56
PUŁAS,56
PUŹMIROWSKI,56
PYRAS,56
PYRCIK,56
RAĆKOWSKI,56
RADZI,56
RADŹKO,56
RAJCHELT,56
RAJMUND,56
RATASIEWICZ,56
RATUŚ,56
REBUŚ,56
REDAS,56
REGUS,56
REJZNER,56
RETKO,56
RETTINGER,56
REY,56
ROBOK,56
ROGAŃSKI,56
ROMMEL,56
ROROT,56
ROZENKRANC,56
RUMIERZ,56
RYCZAŁEK,56
RYMARCHUK,56
RZADEK,56
RZĘPOŁUCH,56
RZYCZKOWSKI,56
SAĆ,56
SALAUYOU,56
SALDAT,56
SALNIK,56
SASIMOWSKI,56
SEGA,56
SERUŚ,56
SERWUS,56
SEVERIN,56
SIDENKO,56
SIEJAKOWSKI,56
SIEJWA,56
SIELASZUK,56
SIEŃCZUK,56
SIMIONKOWSKI,56
SIWIERA,56
SKROBANIA,56
SKULIK,56
SKWORC,56
SŁOK,56
SMALEJ,56
SMARDUCH,56
SOLOMAKHA,56
SOPIARZ,56
SOROCHAN,56
SOSGÓRNIK,56
STACHUCZY,56
STARUCHOWICZ,56
STASIAKIEWICZ,56
STASIURA,56
STEWART,56
STOKŁUSKA,56
STONO,56
STORCH,56
STRZEBIECKI,56
STUDNICZEK,56
STURM,56
SULCZYŃSKI,56
SYKA,56
SYRKO,56
SZANIEWSKI,56
SZARŁAN,56
SZCZERBACKI,56
SZCZERBAKOWSKI,56
SZCZYCH,56
SZENDOŁ,56
SZEPS,56
SZKUTAK,56
SZLOCH,56
SZMYDKI,56
SZMYGIN,56
SZPATOWICZ,56
SZPEFLIK,56
SZPINDOWSKI,56
SZRUBA,56
SZWAGULIŃSKI,56
SZWAJEWSKI,56
SZWENGIEL,56
SZYMAŁKA,56
SZYMROSZCZYK,56
SZYMURSKI,56
SZYMUSIUK,56
SZYNKIELEWSKI,56
SZYPNIEWSKI,56
SZYSZYŃSKI,56
ŚMIGELSKI,56
ŚWIDERCZUK,56
TAIS,56
TARCZYK,56
TARLAGA,56
TARNOWICZ,56
TAROCIŃSKI,56
TETYCH,56
TOKARENKO,56
TONIAK,56
TOPOLA,56
TORYFTER,56
TOSTA,56
TROJACKI,56
TRUPKIEWICZ,56
TRZEBA,56
TRZEWICARZ,56
TULISZ,56
TUPACZ,56
TYKHYI,56
TYROL,56
UHLE,56
URBOWICZ,56
UVAROV,56
VASILEVICH,56
VOVCHOK,56
WALACHNIA,56
WALERY,56
WAŃKO,56
WAŃKOWSKI,56
WARCIAREK,56
WARSZTA,56
WASSER,56
WAWRON,56
WAWSZKOWICZ,56
WEHNER,56
WEIGELT,56
WELZANDT,56
WER,56
WĘS,56
WILSZ,56
WITTICH,56
WIZOWSKI,56
WŁOCHACZ,56
WNUSZYŃSKI,56
WOĆ,56
WOJDOWICZ,56
WOSZUK,56
WRZÓD,56
WUJKE,56
WYGASZ,56
WYGIERA,56
WYŁUDA,56
WYPLER,56
WYŻYWNIAK,56
YURKO,56
ZABOROŚ,56
ZABRODZKI,56
ZACHERT,56
ZACIEWSKI,56
ZAGRABIŃSKI,56
ZAJT,56
ZAŁĄCZKOWSKI,56
ZAMROCZYŃSKI,56
ZAPASEK,56
ZAPIÓRKOWSKI,56
ZATARSKI,56
ZAZIĄBŁO,56
ZBIEŻEK,56
ZDANIO,56
ZELDER,56
ZEMBAL,56
ZENGOTA,56
ZIELASKO,56
ZIEMBLICKI,56
ZIMNOWŁODZKI,56
ZMIERTKA,56
ZOSZCZAK,56
ZUBERT,56
ZWOŹNIAK,56
ZYGAJ,56
ZYK,56
ŻAŃCZAK,56
ŻECHOWSKI,56
ADAMAJTIS,55
ADRYJANEK,55
AFANASJEW,55
ALIMOV,55
ALSZER,55
ANCEWICZ,55
APELT,55
BABIEJ,55
BACHÓR,55
BADE,55
BAJACZYK,55
BALDYS,55
BAŃBUR,55
BART,55
BARTHA,55
BARYŁKO,55
BASIORKA,55
BATOLIK,55
BELUSIAK,55
BENTLEJEWSKI,55
BERDEK,55
BERESKI,55
BEZDEL,55
BEZWIŃSKI,55
BIECIUK,55
BIEDŹ,55
BIENIOSEK,55
BIEŃKUŃSKI,55
BIERZGALSKI,55
BIESALSKI,55
BIR,55
BLASHCHUK,55
BLESIŃSKI,55
BŁĘKA,55
BOCHEŃCZAK,55
BOCHON,55
BOHACHUK,55
BOJSKI,55
BOŁTRUKIEWICZ,55
BOMBICKI,55
BONATOWSKI,55
BORDOWICZ,55
BORECZKO,55
BORTA,55
BOSS,55
BOSYI,55
BRAMSKI,55
BREJCZAK,55
BRUSZCZAK,55
BRZENK,55
BRZESKWINIEWICZ,55
BRZEŚCIŃSKI,55
BRZOZNOWSKI,55
BUDYŃ,55
BUKA,55
BÜTTNER,55
BYWALSKI,55
CARBOL,55
CELEGRAT,55
CERSKI,55
CHABANENKO,55
CHANC,55
CHAREŃSKI,55
CHARTUNIEWICZ,55
CHEKHOVSKYI,55
CHOCHREK,55
CHODOWICZ,55
CHOPYK,55
CHWISZCZUK,55
CHYTRZYŃSKI,55
CIBICKI,55
CIEMIERZ,55
CIŻA,55
CUPRYNIAK,55
CYCHNERSKI,55
CYMBALIŃSKI,55
CYPTOR,55
CZAPLOK,55
CZEPITA,55
CZEREPOWICZ,55
CZERNEL,55
CZERNIACHOWICZ,55
CZOŁNIK,55
CZUBKO,55
CZUSZEL,55
CZYŃSKI,55
ĆWINTAL,55
DALIGA,55
DANABURSKI,55
DĄBIK,55
DĄBROSZ,55
DEDYŃSKI,55
DEINERT,55
DEMBOWIAK,55
DEMECKI,55
DEMİR,55
DENESIUK,55
DĘBIK,55
DOBRASZKIEWICZ,55
DOŁGOPOŁ,55
DOŁŻYK,55
DOMOWNIK,55
DOPADLIK,55
DOROCICZ,55
DRIWA,55
DROSZKOWSKI,55
DUBIELEWSKI,55
DUBLIŃSKI,55
DULIN,55
DULISZ,55
DURŁO,55
DYLKOWSKI,55
DYNKIEWICZ,55
DYRO,55
DZIELNICKI,55
DZIEMIACH,55
DZIERLĘGA,55
DZIERZYŃSKI,55
DZITKO,55
ELIASIEWICZ,55
FABIANEK,55
FALGIER,55
FARULEWSKI,55
FEDCHYSHYN,55
FENDLER,55
FERLAK,55
FERLIN,55
FESZCZUK,55
FIBA,55
FIKAS,55
FILEJSKI,55
FLIGIER,55
FLISIEWICZ,55
FLUDERSKI,55
FRAGSTEIN,55
FRANCKI,55
FREMEL,55
FUŚNIAK,55
FYDRYK,55
GABRUKIEWICZ,55
GAJDOS,55
GAJEWIAK,55
GAJTKA,55
GALIN,55
GALUSEK,55
GAMLA,55
GAWURA,55
GAZE,55
GĄSIENICA-KOTELNICKI,55
GERWAZIK,55
GIBAŁKA,55
